Transaction ID,Revenue,Expenses
376,856.16,323.95
377,9068.64,187.7
378,1117.76,142.86
379,7626.13,334.64
380,4693.14,290.59
381,8656.04,321.06
382,4742.32,323.06
383,3584.23,55.61
384,663.21,419.21
385,6188.58,263.39
386,4552.36,408.71
387,6089.56,260.66
388,8128.57,421.94
389,487.51,359.66
390,3702.59,460.61
391,6821.09,45.14
392,752.53,65.36
393,2594.76,428.75
394,906.87,338.53
395,1376.62,360.24
396,6470.58,177.67
397,6495.65,223.24
398,3157.77,476.56
399,2342.78,86.03
400,5126.13,279.09
401,8776.29,316.66
402,1706.25,419.05
403,532.56,194.86
404,7548.67,396.22
405,3163.73,408.14
406,6815.24,293.8
407,7803.43,261.4
408,8032.47,86.43
409,8753.76,286.18
410,2922.12,386.3
411,8327.36,64.02
412,9311.67,219.15
413,2434.2,497.37
414,3254.98,67.56
415,1462.24,157.7
416,7612.53,245.17
417,288.14,123.51
418,1200.75,158.29
419,2460.55,326.7
420,1197.49,454.47
421,6356.35,296.02
422,115.49,189.35
423,6677.28,61.09
424,3965.49,245.66
425,2611.14,27.8
426,7356.12,321.56
427,1420.75,189.1
428,8320.8,348.65
429,8133.83,50.29
430,2095.75,399.73
431,5202.3,494.78
432,462.55,330.51
433,8671.4,179.32
434,8905.92,376.79
435,5012.41,258.81
436,7298.11,57.88
437,3279.99,58.43
438,4514.57,364.48
439,3580.32,40.33
440,2818.1,490.41
441,3696.78,404.53
442,1513.52,311.63
443,765.61,393.69
444,9499.72,35.54
445,9493.35,198.57
446,5341.65,211.06
447,9609.15,32.44
448,9144.07,76.53
449,2224.25,313.7
450,1314.11,429.36
451,9972.9,409.05
452,7124.45,284
453,7146.91,465.12
454,5136.68,78.25
455,7924.69,32.62
456,4727.32,491.85
457,750.91,211.12
458,7714.73,415.2
459,6459.15,235.99
460,1370.51,417.95
461,7701.04,81.94
462,5229.21,165.98
463,3525.63,471.63
464,2043.39,479.05
465,6182.84,64.85
466,1794.89,319.75
467,8269.84,33.62
468,6546.19,388.14
469,5030.58,321.04
470,4881.15,406.25
471,4590.09,350.53
472,4894.09,117.93
473,8628.7,173.27
474,7630.58,267.19
475,4718.08,148.39
476,600.99,473.78
477,9630.59,453.11
478,1979.36,96.48
479,8802.85,258.74
480,9670.2,123.27
481,2885.43,306.81
482,2928.91,23.93
483,8836.31,369.2
484,4065.76,293.74
485,827.96,262.04
486,1373.77,66.41
487,7574.16,115.55
488,548.5,85.78
489,1574.51,448.7
490,1708.77,495.5
491,5122.42,264.66
492,4801.44,27.99
493,9800.99,300.18
494,6009.41,147.45
495,7241.86,300.09
496,1562.98,346.75
497,1988.76,231.7
498,6935.95,216.98
499,7087.17,268.97
500,5302.22,170.6
501,5508.1,344.42
502,6139.76,112.29
503,2326.18,487
504,6933.38,254.72
505,2949.11,295.27
506,8201.94,478.21
507,2947.54,362.79
508,7498.65,122.71
509,1459,315.52
510,602.58,454.49
511,619.66,218.38
512,151.3,284.17
513,4826.74,115.74
514,6494.39,455.81
515,5398.01,367.1
516,8834.23,104.38
517,1944.49,379.52
518,3054.08,309.34
519,9892.08,280.78
520,2801.09,408.23
521,6518.02,364.93
522,7928.6,292.53
523,8287.2,267.33
524,1929.33,87.49
525,2681.77,133.05
526,5866.36,294.98
527,6958.41,49.82
528,1681.2,349.32
529,6423.24,471.51
530,2269.37,84.11
531,4216.87,283.63
532,7642.41,346.56
533,5328.91,193.66
534,8304.86,453.39
535,1728.92,430.15
536,7197.49,254.64
537,4588.98,266.36
538,5632.09,342.93
539,4019.89,411.9
540,548.37,185.37
541,9352.37,53.13
542,4147.78,389.11
543,3807.16,447.84
544,894.47,482.79
545,1274.47,496.57
546,7305.8,126.89
547,4683.74,365.17
548,8251.27,138.81
549,1965.96,440.1
550,6187.74,469.39
551,766.18,305.09
552,2522.87,41.23
553,7568.42,392.51
554,2418.2,459.87
555,2445.35,440.6
556,4194.25,152.07
557,6297.33,225.06
558,9421.71,342.24
559,4141.77,163.95
560,2485.59,128.17
561,9155.94,289.95
562,3945.35,142.4
563,9230.04,426.62
564,610.21,201.04
565,8748.84,110.32
566,4846,437.35
567,2196.9,111.21
568,9152.97,353.9
569,9159.75,285
570,5383.14,192.44
571,4713.44,405.35
572,3769.98,218.69
573,260.58,285.59
574,3022.4,114.17
575,5043.08,334.21
576,7657.27,254.54
577,4662.21,371.73
578,7231.1,254.39
579,5287.05,422.75
580,7666.95,217.95
581,7100.98,24.39
582,698.46,326.11
583,255.74,275.46
584,5341.23,151.88
585,8081.06,456.69
586,2485.59,317.49
587,7969.87,57.93
588,9903.31,128.41
589,1025.66,202.05
590,6403.81,357.37
591,6484.58,179.01
592,2374.69,452.61
593,2783.84,463.6
594,1875.61,428.21
595,7547.32,362.1
596,1708.26,135.43
597,3900.08,375.08
598,5057.85,487.68
599,2398.23,56.49
600,9692.31,176.66
601,4956.97,190.79
602,6828.98,337.12
603,8000.75,362.29
604,3862,396.27
605,3235.11,71.14
606,3663.18,149.49
607,4366.7,287.35
608,359.99,189.88
609,8650.81,25.92
610,7275.95,288.58
611,6884.63,101.36
612,4981.93,50.37
613,3067.55,395.68
614,7236.9,257.99
615,1159.03,166.24
616,8060.36,178.18
617,3074.31,309.54
618,3210.41,483
619,9680.85,395.35
620,8183.3,208.61
621,5963.05,281.9
622,9534.75,241.58
623,7997.09,419.02
624,1477.87,165.36
625,7180.84,398.76
626,5864.22,276.5
627,7928.14,192.57
628,1182.76,139.15
629,6505.3,41.26
630,9671.43,179.17
631,1076.2,126.56
632,4513.21,207.74
633,3515.18,31.79
634,9213.42,61.21
635,3496.36,396.45
636,4814.01,230.32
637,765.03,41.45
638,8506.88,331.03
639,5208.34,284.92
640,9588.78,131.29
641,1945.23,335.51
642,4550.79,226.19
643,2137.27,381.12
644,8015.07,277.71
645,4629.75,145.93
646,6010.01,313.43
647,3584.65,239.77
648,9194.96,303.28
649,1266.83,166.58
650,5157.17,220.75
651,4288.08,253.6
652,5593.63,255.03
653,8435.65,317.32
654,1451.69,411.3
655,4150.43,256.03
656,1755.81,291.39
657,2821.04,278.05
658,5542.29,74.34
659,5466.23,383.26
660,9898.78,69.16
661,8760.62,35.47
662,4446.79,497.1
663,8624.38,312.93
664,7870.01,410.49
665,5369.58,306.49
666,2964.4,148.32
667,1442.33,380.05
668,8683.77,80.91
669,7142.81,417.67
670,1507.5,323.55
671,4574.72,324.14
672,6977.57,441.11
673,5861.36,437.08
674,6384.92,354.7
675,2256.52,226.23
676,3296.36,156.12
677,5704.81,252.96
678,554.83,320.57
679,9301.39,95.83
680,2102.95,350.52
681,1673.88,467.71
682,2578.85,198.49
683,4023.78,166.64
684,6589.3,357.78
685,871.59,304.97
686,191.94,353.89
687,4829.23,129.89
688,1121.7,196.43
689,7757.26,381.52
690,777.27,290.38
691,4456.98,366.77
692,9206.95,315.72
693,8976.27,87.21
694,3580.2,226.11
695,6481.74,139.12
696,7811.8,351.43
697,5225.72,264.57
698,7859.64,401.01
699,1216.16,259.8
700,9870.14,468.28
701,3717.58,347.81
702,5914.9,26.62
703,9491.93,211.03
704,4293.39,213.09
705,2846.93,168.76
706,5410.26,207.55
707,3170.68,229.99
708,953.51,228.55
709,3161.97,376.01
710,7108.22,356.72
711,5277.75,395.83
712,1356.61,394.94
713,7737.16,34.09
714,2703.2,488.02
715,4606.46,192.86
716,3740.11,142.46
717,2361.2,264.24
718,555.22,194.71
719,5573.36,458.69
720,3285.84,219.8
721,5758.21,77.31
722,2309.53,267.57
723,8782.21,435.7
724,5575.6,23.83
725,7421.8,136.44
726,9978.09,392.43
727,163.14,216.82
728,6395.82,352.86
729,7613.4,200.61
730,5345.16,134.32
731,7145.36,64.65
732,7038.38,198.8
733,5103.73,325.86
734,4406.33,482.82
735,8524.05,464.5
736,3248.77,150.54
737,7821.38,300.66
738,4550.71,170.74
739,9649.88,119.67
740,8539.57,63.4
741,2228.71,431.16
742,9687.16,210.2
743,2675.65,495.52
744,5603.94,284.06
745,8058.58,87.1
746,1394.08,415.36
747,5865.01,144.23
748,2057.73,330.07
749,1313.02,472.29
750,8234.69,209.6
751,1810.79,123.06
752,4515.51,91.34
753,6508.06,259.47
754,968.44,203.85
755,6344.47,405.04
756,4848.88,395.09
757,3944.97,106.31
758,390.1,409.13
759,5341.38,388.08
760,2553.78,135.75
761,7664.09,474.95
762,9358.54,495.94
763,5965.94,406.98
764,7064.18,188.81
765,5674.78,110.35
766,1838.01,38.22
767,297.29,249.43
768,8083.81,183.56
769,316.94,301.57
770,9609.53,199.32
771,3431.95,174.85
772,7939.24,481.12
773,7101.11,289.75
774,6688.76,410.94
775,1360.75,369.84
776,8522.49,390
777,6063.65,462.1
778,9373.21,87.51
779,9825.56,100.59
780,4521.64,147.3
781,3569.76,397.77
782,4438.38,221.43
783,8829.53,188.59
784,7908.43,297.47
785,4567.75,403.61
786,3255.3,476.8
787,8890.52,97.23
788,3445.71,492.93
789,4370.1,333.74
790,630.2,178.93
791,6639.92,162.75
792,5760.52,423.13
793,137.77,62.06
794,2076.78,32.35
795,9772.87,247.31
796,4762.35,449.54
797,1930.32,445.04
798,541.71,231.08
799,5686.04,92.54
800,948.5,185.02
801,5580.66,423.58
802,5769.87,133.11
803,9037.49,362.87
804,1290.79,383.45
805,8103.76,80.57
806,2099,414.83
807,3265.52,369.01
808,5608.01,284.99
809,9179.9,25.93
810,1213.94,91.83
811,9256.79,290.09
812,8791.15,146.79
813,470.91,152.2
814,483.95,447
815,587.98,248.1
816,3444.87,400.95
817,8596.52,348.73
818,9744.77,232.69
819,6089.29,62.86
820,7435.35,384.56
821,749.61,360.59
822,1820,440.09
823,427.4,44.27
824,2812.38,415.28
825,6843.63,136.13
826,1858.08,437.83
827,3508.07,422.07
828,2922.19,205.55
829,8585.4,330.74
830,6550.71,266.37
831,9124,330.74
832,2598.67,406.44
833,4295.69,200.71
834,2260.27,165.03
835,5886.42,23.53
836,3054.91,71.89
837,6441.89,433.52
838,1964.76,268.3
839,6639.25,346.76
840,9974.94,144.52
841,7393.65,299.85
842,7292.84,126.73
843,9074.61,342.5
844,8422.32,440.72
845,4760.73,375.64
846,6578.9,126.68
847,4262.68,445.68
848,4691.23,76.54
849,4774.97,113.38
850,5345.4,218.29
851,3492.43,493.85
852,8637.7,106.57
853,6347.22,104.88
854,4575.33,120.5
855,4946.81,386.51
856,6371.53,213.63
857,473.48,115.72
858,7592.79,274.9
859,6304.2,139.44
860,1376.41,204.1
861,746.34,41.94
862,4393.29,349.65
863,3656.58,110.44
864,2320.78,492.74
865,5937.96,101.11
866,3814.41,327.35
867,5979.85,43.02
868,577.53,75.58
869,5518.1,247.71
870,3081.05,337.6
871,6265.7,356.35
872,2898.8,396.68
873,7801.79,419.12
874,3023.98,38.91
875,3372.98,21.31
876,8368.8,341.13
877,7263.28,68.62
878,4621.84,489.1
879,1088.11,103.86
880,8035.8,170.1
881,195.76,86.43
882,3639.52,230.1
883,3788.96,184.51
884,9626.87,150.48
885,8019,331.45
886,6992.08,48.15
887,9121.14,251.68
888,1894.48,202.28
889,8639.5,442.38
890,1218.08,217.42
891,6584.24,25.93
892,9781.17,341.53
893,4385.19,368.79
894,1571.68,416.69
895,6469.65,95.33
896,841.17,255.99
897,598.47,126.9
898,8189.32,57.84
899,971.4,259.26
900,7477.87,28.53
901,5615.6,20.08
902,8912.1,289.92
903,9508.52,194.4
904,3386.53,388.36
905,7187.54,74.73
906,3479.44,418.34
907,7050.75,41.97
908,8236.2,376.41
909,6147.43,110.02
910,8263.09,111.48
911,560.35,323.96
912,7744.24,236.24
913,9642.16,22.08
914,8404.28,251.81
915,7331.9,81.62
916,5090.69,204.64
917,2808.6,482.52
918,1467.98,309.21
919,7147.56,469.05
920,2176.16,362.9
921,9815.22,332.04
922,7132.49,385.17
923,6775.01,449.06
924,8102.22,270.91
925,625.34,47.17
926,6865.56,90.29
927,2119.61,279.76
928,6199.48,344.25
929,2452.2,396.47
930,9272.2,206.03
931,228.36,140.64
932,9123.72,358.22
933,7783.85,482.86
934,9836.19,55.75
935,3834.26,225.68
936,1693.2,426.09
937,7125.92,94.31
938,7759.24,320.18
939,7920.09,284.08
940,5301.41,479.35
941,4217.72,277.78
942,8845.63,338.4
943,2262.61,381.27
944,1235.75,186.08
945,9593.08,347.62
946,3920.17,279.31
947,5191.66,264.19
948,8992.99,112.41
949,1757.21,479.01
950,6306.64,121.18
951,8373.08,118.68
952,6500.96,471.08
953,4646.33,179.22
954,1862.12,140.92
955,9118.77,215.66
956,4386.95,28.11
957,6450.09,316.81
958,3641.23,261.36
959,6105,155.13
960,8239.01,34.79
961,1450.18,207.68
962,3050.76,445.75
963,5579.89,286.43
964,5769.91,209.16
965,2179.52,375.89
966,9065.72,428.7
967,2285.8,420.68
968,6742.68,292.3
969,6482.28,55.11
970,1072.2,368.28
971,1369.33,334.63
972,9011.17,172.54
973,6965.24,93.15
974,9590.72,100.95
975,7150.77,327.6
976,6827.84,179.15
977,3651.54,166.63
978,6490.96,59.35
979,2706.02,445.44
980,8931.84,427.8
981,7715.08,122.13
982,5480.35,499.39
983,3721.6,127.19
984,1425.42,260.54
985,5071.46,338.09
986,7596.34,87.38
987,7385.61,252.08
988,7638.58,131.24
989,523.8,119.25
990,9187.23,443.14
991,1121.93,484.85
992,5828.45,293.68
993,3716.44,333.6
994,3825.65,455.48
995,8190.64,185.62
996,5068.19,86.7
997,5193.96,154.79
998,3686.01,364.31
999,4204.68,178.51
1000,4842.31,303.58
1001,2512.34,81.38
1002,6332.45,38.81
1003,1746.78,462.77
1004,8797.24,369.43
1005,4547.11,496.53
1006,8320.6,308.4
1007,1760.44,349.08
1008,2375.16,205.02
1009,5274.84,456.48
1010,6094.56,105.16
1011,8789.75,275.09
1012,6627.99,452.95
1013,5268.24,197.78
1014,2371.91,405.1
1015,4312.35,142.17
1016,6023.09,280.99
1017,7120.57,398.92
1018,5245.64,200.01
1019,4147.57,71.16
1020,2686.9,277.33
1021,9918.81,210.78
1022,1869.32,288.37
1023,5818.75,391.61
1024,8564.49,336.46
1025,1092.76,264
1026,1691.31,482.99
1027,4769.52,308.12
1028,2295.53,58.42
1029,9313.78,212.31
1030,7144.9,306.79
1031,4445.82,116.82
1032,2027.99,396.3
1033,6190.38,343.53
1034,9758.89,61.68
1035,6729.65,214.62
1036,7395.56,52.94
1037,7288.77,288.37
1038,9636.55,152.72
1039,9304.17,295.96
1040,5111.76,288.14
1041,9475.45,405.41
1042,6972.5,483.71
1043,7598.99,481.39
1044,8975.59,433.77
1045,768.79,324.16
1046,8021.6,217.96
1047,7038.1,146.41
1048,6769.61,414.12
1049,4817.9,189.7
1050,9476.47,347.89
1051,2425.13,136.19
1052,2107.39,139.85
1053,7811.49,77.54
1054,6176.89,386.84
1055,3774.85,171.4
1056,1910.43,386.85
1057,2298.72,296.8
1058,4835.37,279.57
1059,8617.96,392.43
1060,3224.95,24.04
1061,5851.98,176.21
1062,5530.78,133.83
1063,3722.65,259.41
1064,3714.27,212.28
1065,9794.8,349.29
1066,8060.47,286.56
1067,8020.37,374.5
1068,4273.05,84.55
1069,7874.8,164.02
1070,4044.18,351.46
1071,4817.74,322.33
1072,2671.71,192.95
1073,296.37,78.19
1074,5810.85,331.94
1075,3615.58,343.13
1076,8907.36,202.91
1077,8695.75,327.48
1078,8504.12,54.25
1079,3203.47,333.45
1080,2785.36,233.55
1081,4198.49,108.27
1082,6654.02,471.41
1083,2184.66,210.58
1084,5529.49,32.66
1085,1128.89,316.69
1086,3162.77,138.75
1087,1399.64,422.49
1088,8617.65,176.1
1089,5530.6,84.86
1090,5949.23,239.14
1091,5282.25,326.97
1092,5442.71,406.26
1093,4180.82,94.74
1094,3504.46,245.22
1095,9474.88,248.99
1096,6010.34,402.45
1097,4176.19,289.07
1098,7177.89,330.08
1099,884.18,320.16
1100,2918.3,376.6
Grand Total,5131011.6,264018.47
