Date,Revenue,Expenses,Profit
2022-02-13,65403.24846927784,49665.34397637542,15737.904492902417
2022-02-14,71139.13473444851,41058.53476872912,30080.59996571939
2022-02-15,72593.84810925915,40352.67418928901,32241.17391997014
2022-02-16,52467.50774027112,47222.63666065395,5244.871079617165
2022-02-17,58356.52308989122,43527.11205724832,14829.4110326429
2022-02-18,68913.54027461706,43649.505054228524,25264.035220388534
2022-02-19,55973.976292670224,30223.46655717763,25750.509735492593
2022-02-20,58406.80481490429,46018.19571510624,12388.60909979805
2022-02-21,55357.73276914267,47347.82233736811,8009.910431774559
2022-02-22,77631.01709259757,31950.665725990704,45680.35136660686
2022-02-23,79323.37617369882,34670.86918014165,44652.506993557174
2022-02-24,76990.22256484022,37903.248267114686,39086.97429772554
2022-02-25,51038.34277654935,31657.177796959622,19381.164979589725
2022-02-26,62697.8256201423,42712.119560252955,19985.706059889344
2022-02-27,57348.93488490831,47840.69365217351,9508.2412327348
2022-02-28,61467.41095630091,47728.318583349406,13739.092372951505
2022-03-01,56461.3316178831,41738.15833066129,14723.173287221813
2022-03-02,68657.71629491306,40970.998757508874,27686.717537404184
2022-03-03,68903.83700711865,39521.18995847108,29382.647048647574
2022-03-04,54453.66502951622,39548.432817505745,14905.232212010473
2022-03-05,63851.846040175085,47238.18258454971,16613.663455625378
2022-03-06,53357.71251846837,48191.41716245296,5166.295356015406
2022-03-07,63141.55839270142,37473.69239264087,25667.866000060552
2022-03-08,68578.32708683034,43759.43658852001,24818.890498310328
2022-03-09,75073.21888731027,43521.27471190327,31551.944175407
2022-03-10,65035.34838553402,32279.53305758294,32755.815327951077
2022-03-11,60492.21593615852,36253.93229785388,24238.283638304645
2022-03-12,50887.020891489956,41470.55284099185,9416.468050498108
2022-03-13,53587.390715859205,42551.52836294284,11035.862352916367
2022-03-14,58838.448153188554,47735.80089190092,11102.647261287631
2022-03-15,70708.8095986001,31580.313759850804,39128.495838749295
2022-03-16,78348.32499000213,45294.576179126845,33053.74881087529
2022-03-17,52168.25148708497,33327.315821657634,18840.935665427336
2022-03-18,65406.47190216272,34211.21107479562,31195.2608273671
2022-03-19,77768.98075476388,40794.99286653321,36973.987888230666
2022-03-20,70712.9951845477,35149.37604529266,35563.619139255046
2022-03-21,50123.45490038234,38038.62217406117,12084.832726321169
2022-03-22,68393.55186925057,44523.53000946587,23870.021859784705
2022-03-23,51857.64946179337,42443.30954616071,9414.339915632663
2022-03-24,60813.21546395606,48351.11657631019,12462.098887645872
2022-03-25,58257.610386159555,46908.43734563593,11349.173040523623
2022-03-26,68608.06825240751,36153.92742379328,32454.140828614232
2022-03-27,79295.41084615757,42135.9145199838,37159.496326173765
2022-03-28,64426.94442385416,33360.07282470076,31066.871599153405
2022-03-29,73738.92622288493,47827.25810000937,25911.668122875555
2022-03-30,75999.03056623138,32872.61763221119,43126.41293402018
2022-03-31,71905.42719734734,31123.889810168832,40781.537387178505
2022-04-01,74639.56074206589,37651.27368782044,36988.287054245455
2022-04-02,74144.33016313887,47415.130227547736,26729.19993559114
2022-04-03,53059.881091802934,48480.01342816982,4579.867663633115
2022-04-04,65189.855217431315,35759.798365322145,29430.05685210917
2022-04-05,61992.350743803036,38976.684139378944,23015.666604424092
2022-04-06,57081.93122362449,38617.71344050401,18464.217783120475
2022-04-07,54109.495693426186,35419.57418868097,18689.921504745216
2022-04-08,77158.87475170437,44341.683595107075,32817.19115659729
2022-04-09,57147.69599363221,33889.52003792288,23258.175955709332
2022-04-10,53226.61960604577,37452.06242336352,15774.557182682256
2022-04-11,63994.7692692318,33023.920191349804,30970.849077881998
2022-04-12,53883.06720587724,49979.717206696274,3903.349999180966
2022-04-13,75382.33942968413,40354.518660467176,35027.82076921695
2022-04-14,59212.67375616109,33511.57368844475,25701.100067716347
2022-04-15,55060.909808254815,39408.31839615616,15652.591412098656
2022-04-16,50399.088884099096,48466.41424386691,1932.6746402321878
2022-04-17,53008.292564311545,47171.22378563781,5837.068778673733
2022-04-18,75225.74562006212,45410.19323818915,29815.55238187297
2022-04-19,72264.5975971082,35859.39870616861,36405.19889093958
2022-04-20,52926.59822651766,37797.73511015238,15128.863116365275
2022-04-21,54158.93011415039,35292.60354459783,18866.326569552562
2022-04-22,67862.45095213724,46405.87268594684,21456.5782661904
2022-04-23,73205.0470611589,31165.921345409195,42039.1257157497
2022-04-24,72965.80467763206,38524.057200600015,34441.74747703204
2022-04-25,60309.0505448074,32330.0276087076,27979.022936099795
2022-04-26,63993.8810005313,31693.518447743023,32300.362552788276
2022-04-27,71817.21125649831,33511.13731032161,38306.0739461767
2022-04-28,63952.16148618827,42965.15522968286,20987.00625650541
2022-04-29,57327.665750761334,42798.98882389801,14528.676926863322
2022-04-30,65811.30534872145,39705.72079719899,26105.584551522457
2022-05-01,53478.49248720885,49657.70111635541,3820.7913708534397
2022-05-02,77398.1183493518,35003.5884493594,42394.529899992405
2022-05-03,50255.7425035581,36507.296503582154,13748.44599997595
2022-05-04,59095.32013989652,39465.64278531095,19629.67735458557
2022-05-05,76137.61906243442,36363.54345310362,39774.075609330794
2022-05-06,69529.37999895944,36238.47461677889,33290.90538218055
2022-05-07,75250.01473999658,38313.49716238961,36936.51757760697
2022-05-08,51677.44580809266,45955.35932656193,5722.086481530736
2022-05-09,65860.06657176986,33700.645538262244,32159.421033507613
2022-05-10,56377.29456153211,37776.77721113845,18600.51735039366
2022-05-11,76873.23554576452,34266.88307144066,42606.35247432386
2022-05-12,50249.2752188786,35775.32381532052,14473.951403558087
2022-05-13,57918.876196607125,33488.45538180736,24430.420814799763
2022-05-14,62450.18227812942,41980.243133201664,20469.939144927754
2022-05-15,77992.99773971213,43927.95668585426,34065.041053857865
2022-05-16,55550.083134878994,37205.27757910242,18344.805555776577
2022-05-17,68188.9014777008,31491.46625174384,36697.43522595696
2022-05-18,61404.60022595427,37496.071060263246,23908.529165691027
2022-05-19,70828.98364383589,34375.78945083964,36453.19419299625
2022-05-20,71291.44270478857,48981.93106264182,22309.511642146746
2022-05-21,52739.89322990496,32575.552102406786,20164.341127498177
2022-05-22,55986.945784342286,39932.800865678386,16054.1449186639
2022-05-23,62890.60462705227,43615.98400610036,19274.620620951908
2022-05-24,77540.5626914319,44493.486039428455,33047.076652003445
2022-05-25,67144.04823321567,47368.03521986225,19776.01301335342
2022-05-26,66696.30081361627,46463.49322820806,20232.807585408205
2022-05-27,69295.28104711884,30940.694925404343,38354.5861217145
2022-05-28,73898.38205468946,37711.102850120566,36187.27920456889
2022-05-29,56404.47913562618,42238.50092547222,14165.97821015396
2022-05-30,66999.41654861064,36634.814260030915,30364.60228857972
2022-05-31,60082.54773069801,49781.52822845131,10301.019502246701
2022-06-01,53479.65566566426,42793.08053689245,10686.575128771809
2022-06-02,57862.60476218921,31230.739038649146,26631.86572354006
2022-06-03,76504.93515679947,31285.419600924648,45219.51555587482
2022-06-04,61305.35631791356,31321.210620536098,29984.145697377462
2022-06-05,77803.74660405084,37312.51844261003,40491.22816144081
2022-06-06,79426.61257620106,47698.71915360608,31727.893422594985
2022-06-07,77787.24106497192,39534.04953872069,38253.191526251234
2022-06-08,79060.42925885538,42489.17620688986,36571.25305196552
2022-06-09,55403.65476359624,39399.52544439054,16004.129319205698
2022-06-10,63484.00473073275,32682.382516385256,30801.62221434749
2022-06-11,73162.17071705835,41300.04222005803,31862.128497000325
2022-06-12,53921.598424709955,45925.9351987013,7995.663226008655
2022-06-13,53040.239132943854,44960.47311228311,8079.766020660747
2022-06-14,72745.86511442301,30600.21102809953,42145.654086323484
2022-06-15,64414.959472574,42532.23509595525,21882.724376618753
2022-06-16,50475.13577451753,48689.76720010656,1785.368574410968
2022-06-17,67101.56317843289,37631.46898447666,29470.094193956225
2022-06-18,79030.75139001122,43008.512081116794,36022.23930889443
2022-06-19,53130.73345713608,41907.851372661826,11222.882084474251
2022-06-20,50430.31674873276,38747.33268546531,11682.984063267446
2022-06-21,74206.74621383591,30982.240395701458,43224.50581813445
2022-06-22,60716.90079207861,40468.331049875866,20248.569742202744
2022-06-23,51918.54281625281,44437.24205490236,7481.300761350452
2022-06-24,78582.27508914501,45364.98057229939,33217.29451684562
2022-06-25,55652.905517604995,33027.40947049862,22625.496047106375
2022-06-26,78547.3122935069,40846.23406523102,37701.078228275874
2022-06-27,75979.22756217261,42058.63001191263,33920.59755025998
2022-06-28,61394.400574981715,40665.03122939285,20729.369345588864
2022-06-29,78578.13482486588,31104.32344702797,47473.811377837905
2022-06-30,66435.4856589325,48303.11228596164,18132.37337297087
2022-07-01,58241.78583993766,44787.792820548064,13453.993019389593
2022-07-02,59375.57067875417,45411.940321854636,13963.630356899535
2022-07-03,79449.04733226453,32945.075792914875,46503.97153934965
2022-07-04,70713.1423128153,31624.362357312322,39088.77995550298
2022-07-05,54888.13752206211,44179.5710454355,10708.566476626613
2022-07-06,55223.00548283034,31187.104446603567,24035.901036226773
2022-07-07,79592.82225628552,38018.55849723045,41574.26375905507
2022-07-08,53965.7848202669,41906.56276731406,12059.222052952835
2022-07-09,73170.16606718951,38685.14767851793,34485.018388671575
2022-07-10,75697.99868430152,39783.86964387742,35914.1290404241
2022-07-11,78259.40553606636,46582.88076123281,31676.524774833553
2022-07-12,76787.56289343405,31686.634612484057,45100.92828094999
2022-07-13,66953.7226935925,43428.68964923596,23525.03304435654
2022-07-14,50371.07441128576,35909.68730977441,14461.387101511347
2022-07-15,76354.44641550383,42537.494019642494,33816.952395861335
2022-07-16,74817.51185511802,46506.57406076962,28310.9377943484
2022-07-17,67603.8974046471,45080.72914905729,22523.168255589808
2022-07-18,79433.56792715812,41833.711253579175,37599.85667357894
2022-07-19,60504.6078497117,31871.413638886064,28633.194210825633
2022-07-20,78139.64923661515,40069.18191813196,38070.46731848319
2022-07-21,56296.685332788256,32811.11689355219,23485.568439236064
2022-07-22,71800.3846067454,30856.58684549864,40943.79776124676
2022-07-23,54277.564914584254,47812.40802253084,6465.156892053412
2022-07-24,55715.485035001315,49268.87227701135,6446.612757989962
2022-07-25,55831.18219160267,35913.293933730696,19917.88825787197
2022-07-26,55984.50883293103,32844.912377859495,23139.596455071536
2022-07-27,61877.11824376975,32118.730030483726,29758.388213286024
2022-07-28,79085.64227336472,34879.538769829844,44206.103503534876
2022-07-29,51850.900424485364,37983.36718244031,13867.53324204505
2022-07-30,78794.31466148043,41375.63235771037,37418.68230377006
2022-07-31,59136.8015662514,35764.69146948028,23372.110096771117
2022-08-01,56319.12263882109,45529.04893336355,10790.073705457544
2022-08-02,76980.2832034093,48095.95938931043,28884.32381409887
2022-08-03,50371.31987939178,33477.443433894165,16893.87644549762
2022-08-04,63003.850481222304,39946.35816757858,23057.49231364372
2022-08-05,70046.61284004935,36213.83237971899,33832.78046033036
2022-08-06,57502.390290017545,46911.62234333459,10590.767946682958
2022-08-07,55641.64303427405,34242.43895500506,21399.204079268988
2022-08-08,71768.36937606146,33768.320171206804,38000.04920485465
2022-08-09,70119.28784702523,46185.03388905579,23934.253957969442
2022-08-10,61037.61810323685,47021.74457120513,14015.873532031721
2022-08-11,51709.67940771517,39214.228971180884,12495.450436534287
2022-08-12,65402.761907121065,49692.42672454215,15710.335182578914
2022-08-13,74140.64576363162,46635.69207112721,27504.95369250441
2022-08-14,53686.892627999136,33532.287494857344,20154.60513314179
2022-08-15,65988.51332523103,35281.829373119916,30706.683952111118
2022-08-16,53781.10562992408,31885.38485173122,21895.72077819286
2022-08-17,54677.05883695951,49832.284844397334,4844.773992562179
2022-08-18,77075.01692042021,31364.669994677035,45710.34692574317
2022-08-19,55381.72904554797,44149.199895246355,11232.529150301612
2022-08-20,54610.71930405186,41813.29202835262,12797.427275699243
2022-08-21,56165.86675708939,45339.41189043195,10826.454866657441
2022-08-22,76939.5519274835,41726.84798086022,35212.703946623275
2022-08-23,79671.2087928153,34701.94595263076,44969.26284018454
2022-08-24,68612.5717014768,33374.925698147716,35237.646003329086
2022-08-25,77189.32021837591,31377.10946623378,45812.210752142135
2022-08-26,62144.904004678596,30849.691934924973,31295.212069753623
2022-08-27,79851.5639085176,40329.189500107415,39522.37440841018
2022-08-28,56932.16768886603,36273.80910630574,20658.358582560286
2022-08-29,68871.57070087809,43502.30557657471,25369.265124303376
2022-08-30,54055.21196772276,49622.973665862184,4432.238301860576
2022-08-31,62444.317410998694,48486.87541032814,13957.442000670555
2022-09-01,52994.40891484884,41614.126800028345,11380.282114820497
2022-09-02,50531.780264248584,44105.65020561841,6426.130058630173
2022-09-03,64167.530928588094,38056.405536677674,26111.12539191042
2022-09-04,62394.91358723015,32310.88673592951,30084.026851300638
2022-09-05,56501.79534460946,40603.547783279544,15898.247561329918
2022-09-06,73571.1501331903,41120.24193411129,32450.908199079007
2022-09-07,74856.07641824614,31384.96580393028,43471.11061431586
2022-09-08,61478.21074272896,45632.39253533943,15845.81820738953
2022-09-09,69021.3624652756,48553.38636010401,20467.97610517159
2022-09-10,67670.75796870232,41732.17229403574,25938.58567466658
2022-09-11,55513.86883802595,49607.8080422393,5906.060795786645
2022-09-12,54053.93333400516,32268.405952486395,21785.527381518765
2022-09-13,56515.41695434952,34291.77768225686,22223.63927209266
2022-09-14,61000.85958399046,41315.85328711613,19685.00629687433
2022-09-15,51881.23842247015,34343.42800653225,17537.8104159379
2022-09-16,52102.00076938611,32844.07649227657,19257.924277109545
2022-09-17,79763.74653404737,35389.448845803665,44374.29768824371
2022-09-18,71032.46928918672,37396.407433394765,33636.06185579195
2022-09-19,54796.6169123915,45460.76866529314,9335.848247098365
2022-09-20,76681.41065345093,30897.318303172222,45784.09235027871
2022-09-21,56494.34966374368,39886.85976807274,16607.489895670937
2022-09-22,58157.71815164724,38622.86469738264,19534.8534542646
2022-09-23,62131.929396835636,45107.09484626572,17024.834550569918
2022-09-24,55487.29803516177,39872.73284740215,15614.565187759625
2022-09-25,76072.19243586161,48607.62181757885,27464.570618282756
2022-09-26,79166.83995746307,31324.943742936215,47841.89621452686
2022-09-27,70332.94429477959,42931.70307636309,27401.2412184165
2022-09-28,71911.71739741835,37959.1538061156,33952.56359130275
2022-09-29,69538.46830464712,40340.59255162972,29197.875753017397
2022-09-30,74106.71934289817,34225.57708153769,39881.14226136048
2022-10-01,69569.76000646962,42346.090269917695,27223.66973655192
2022-10-02,78037.93498964615,45804.04359979815,32233.891389848002
2022-10-03,65613.7113039623,38669.89040585745,26943.820898104845
2022-10-04,56209.12338222285,41053.22884524328,15155.894536979577
2022-10-05,67164.5468426733,43493.50571630981,23671.04112636349
2022-10-06,62576.01212005885,44125.51523637162,18450.49688368723
2022-10-07,62654.22344343487,34043.21238197472,28611.01106146015
2022-10-08,66008.55349103583,34020.12074241217,31988.432748623658
2022-10-09,78378.77881726538,37856.394839640205,40522.38397762518
2022-10-10,54299.04674621666,41837.2151162199,12461.831629996763
2022-10-11,63651.037031490334,46270.03714632215,17380.99988516818
2022-10-12,57486.32370707612,31404.538534861345,26081.78517221477
2022-10-13,60734.88120892699,40778.64166452029,19956.2395444067
2022-10-14,59613.39901606145,35285.31489652324,24328.08411953821
2022-10-15,79538.41370099602,35916.80959328845,43621.60410770757
2022-10-16,78040.62862161921,42558.362697430595,35482.265924188614
2022-10-17,56223.489478047,41406.083791098434,14817.405686948565
2022-10-18,72534.0936149068,40290.650667699185,32243.442947207615
2022-10-19,79477.33802700246,32354.73376433758,47122.604262664885
2022-10-20,75873.46524794036,30820.61402199856,45052.8512259418
2022-10-21,51225.62310000639,31516.62408671881,19708.999013287583
2022-10-22,75330.94085934071,32854.76253769746,42476.17832164325
2022-10-23,63829.73797294476,42535.22614953238,21294.51182341238
2022-10-24,56500.16901143685,34813.90092751479,21686.268083922056
2022-10-25,64674.8012866551,31810.886058204367,32863.91522845073
2022-10-26,73451.06926773439,33985.37022146028,39465.69904627411
2022-10-27,70486.19572016099,45276.58700567433,25209.60871448666
2022-10-28,62206.88858541181,48448.596684054224,13758.291901357588
2022-10-29,73464.1707450953,43098.72146117519,30365.449283920105
2022-10-30,57507.39451586058,34058.054811814356,23449.339704046222
2022-10-31,66700.30327743744,40354.20570775945,26346.097569677993
2022-11-01,79662.13698756818,45328.75495122092,34333.38203634726
2022-11-02,78811.4078326761,30402.5749350883,48408.832897587796
2022-11-03,60431.876576827155,45213.813021044,15218.063555783156
2022-11-04,74269.19174440538,37640.79561376771,36628.39613063767
2022-11-05,73341.46942182767,43409.355791114474,29932.113630713196
2022-11-06,53926.35020445388,48937.424564077,4988.925640376881
2022-11-07,68944.327699161,46378.30043072584,22566.027268435166
2022-11-08,69445.70940870132,39410.05609828658,30035.653310414746
2022-11-09,61609.56778590905,31628.067382306923,29981.500403602127
2022-11-10,63890.37502724415,40172.17001238627,23718.20501485788
2022-11-11,52050.229561422886,49402.442723747256,2647.7868376756305
2022-11-12,66693.45781112908,30864.186784170495,35829.27102695858
2022-11-13,69712.40382326953,30632.287360798575,39080.116462470956
2022-11-14,65058.855704385154,43272.13949167432,21786.71621271083
2022-11-15,68273.39161137852,46874.834744222564,21398.55686715596
2022-11-16,50127.07067135007,49308.70389526868,818.3667760813914
2022-11-17,66533.47172734271,30214.38046393353,36319.09126340918
2022-11-18,63171.150137892706,48005.16840997002,15165.981727922685
2022-11-19,70408.94304866626,40458.87486112274,29950.06818754352
2022-11-20,70638.07820879488,41941.80034965163,28696.277859143243
2022-11-21,52907.02915885274,46285.85156802698,6621.177590825762
2022-11-22,67152.96596706739,34210.63173244588,32942.33423462151
2022-11-23,51350.22981873154,36048.016642058115,15302.213176673424
2022-11-24,54811.435781270746,46640.56657897522,8170.869202295529
2022-11-25,55256.234474551944,30342.026198748466,24914.208275803478
2022-11-26,54371.35604590835,44723.52324291336,9647.832802994992
2022-11-27,50660.856541532536,49143.187489309974,1517.6690522225617
2022-11-28,68024.28595426395,40371.33392022125,27652.952034042697
2022-11-29,73529.12033538571,45524.90353923931,28004.2167961464
2022-11-30,59169.4229187624,30765.519419916167,28403.903498846234
2022-12-01,65545.03411230861,49181.427483136446,16363.606629172165
2022-12-02,74090.56220726512,33069.70261336561,41020.859593899506
2022-12-03,50679.53696408238,46452.46078753416,4227.076176548217
2022-12-04,75740.51515127248,47508.73333510851,28231.781816163973
2022-12-05,52392.098136636116,39563.105097625754,12828.993039010362
2022-12-06,73338.63618838377,39506.44003513137,33832.1961532524
2022-12-07,69114.11511098614,36787.42364139541,32326.691469590725
2022-12-08,72748.88809571792,42155.05563617954,30593.832459538382
2022-12-09,62838.44815392254,30568.201487295624,32270.246666626914
2022-12-10,65300.08914015931,43183.76459529732,22116.324544861993
2022-12-11,55441.85785598942,48738.75708088369,6703.100775105733
2022-12-12,51550.84296086267,41767.3953991977,9783.447561664965
2022-12-13,78921.94513273897,46071.00936288173,32850.93576985724
2022-12-14,69694.60943468104,36814.19290732674,32880.416527354304
2022-12-15,59188.27300429,36683.86957381251,22504.40343047749
2022-12-16,62677.28566248578,39754.642431442524,22922.643231043257
2022-12-17,78476.00453763586,41510.143962659036,36965.860574976825
2022-12-18,62361.08052923669,35387.38659190692,26973.693937329772
2022-12-19,78283.98129597402,37228.26521102907,41055.71608494495
2022-12-20,56361.4330657641,35442.60924189318,20918.823823870916
2022-12-21,52500.43293852985,32731.228127140505,19769.204811389343
2022-12-22,58791.453439953446,35910.3668669324,22881.086573021043
2022-12-23,79562.13358550033,48912.22791493298,30649.90567056735
2022-12-24,69857.61262826386,42220.14662376396,27637.466004499896
2022-12-25,75766.83938319636,37184.63329522741,38582.20608796895
2022-12-26,75278.84750451225,33049.57644431751,42229.27106019474
2022-12-27,66941.54229766529,49801.31775384784,17140.22454381745
2022-12-28,66379.71159987642,46979.8796816564,19399.83191822002
2022-12-29,55034.703006742304,38188.377086972854,16846.32591976945
2022-12-30,66879.1506972029,35862.96913639069,31016.181560812212
2022-12-31,74839.97865643994,41740.16149590015,33099.81716053979
